id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
101759,Kevin,Agudelo,CC,2045735323,1973-05-22,2025-09-14,Basico,674.0,Lima,Peru,Activo,Portal Web
101760,Deisy,García,CC,5076108708,1969-05-03,2026-02-01,Estandar,,Lima,,Activo,Oficina
101761,Liliana,Calderón,CC,1823601071,1980-07-10,2026-08-01,Estandar,731.0,Cali,Colombia,Activo,Corresponsal Bancario
101762,Lucía,López,CC,8388217648,1988-02-09,2025-12-01,Estandar,476.0,Medellin,Colombia,Activo,Portal Web
101763,Humberto,Patiño,CC,7357422332,2008-08-21,2025-11-01,Estandar,658.0,Bogota,Colombia,Activo,Oficina
101764,Isabel,Pérez,CC,8019442589,1991-08-06,2026-07-04,Basico,642.0,Barranquilla,Colombia,Activo,Oficina
101765,Lucía,Ayala,CC,2256062953,1998-11-22,2026-04-12,Estandar,722.0,Ciudad de Mexico,Mexico,Activo,Oficina
101766,Astrid,Martínez,CC,6373118046,1961-09-26,2025-11-01,Premium,631.0,Buenos Aires,Argentina,Activo,App Movil
101767,Manuel,Rincón,CC,1307538418,1991-04-30,2025-11-23,Estandar,546.0,Lima,Peru,Activo,Portal Web
101768,Camila,Rodríguez,CC,1362608463,1987-03-31,2026-04-25,Basico,650.0,Barranquilla,Colombia,Activo,Portal Web
101769,Carlos,Pinzón,CC,5615470554,1982-03-13,2025-11-23,Premium,541.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
101770,Carlos,Vera,CC,1516411955,1988-02-08,2026-07-23,Estandar,457.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
101771,Elisa,Rodríguez,CC,1969395787,1968-08-21,2026-01-27,Basico,722.0,Cali,Colombia,Activo,App Movil
101772,Edith,Díaz,CC,7020426201,1995-12-19,2025-12-09,Estandar,707.0,Bogota,Colombia,Activo,Portal Web
101773,Antonio,Arango,CC,1212413936,1986-07-24,2026-07-04,Estandar,696.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
101774,Eliecer,Beltrán,CC,7897609873,1997-03-30,2026-08-17,Estandar,780.0,Guadalajara,Mexico,Activo,Corresponsal Bancario
101775,Patricia,Osorio,CC,7319227607,2003-09-21,2026-08-24,Estandar,,Santiago,,Activo,App Movil
101776,Jean,Vélez,CC,8897865339,1995-12-09,2026-06-24,Basico,506.0,Ciudad de Mexico,Mexico,Activo,Portal Web
101777,Raúl,Benavides,CC,4319165430,1989-09-03,2025-11-10,Basico,642.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
101778,Leonel,Sandoval,CC,9523120219,1994-01-03,2026-03-30,Basico,615.0,Medellin,Colombia,Activo,Portal Web
101779,Patricia,Sepúlveda,CC,5764497470,1997-07-17,2025-12-21,Basico,565.0,Lima,Peru,Activo,Portal Web
101780,Alejandro,Rodríguez,CC,6876448676,2005-06-01,2026-06-14,Estandar,642.0,Lima,Peru,Activo,App Movil
101781,Stella,Cardona,CC,7416365604,1989-02-08,2026-04-24,Basico,588.0,Ciudad de Mexico,Mexico,Activo,App Movil
101782,Esteban,Gómez,CC,6355373096,2007-06-30,2025-09-09,Basico,466.0,Guadalajara,Mexico,Activo,Corresponsal Bancario
101783,Hermes,Ospina,CC,9277119529,1978-09-24,2026-03-05,Basico,605.0,Bogota,Colombia,Activo,Oficina
101784,Jhon,Torres,CC,3059702551,1987-11-09,2026-05-26,Estandar,536.0,Lima,Peru,Activo,Corresponsal Bancario
101785,Cecilia,Pérez,CC,6364315948,2006-06-09,2026-08-30,Estandar,673.0,Ciudad de Mexico,Mexico,Activo,App Movil
101786,Antonio,Velásquez,CC,9596546634,1992-05-18,2025-11-05,Basico,584.0,Guadalajara,Mexico,Activo,Portal Web
101787,Santos,Gallego,CC,4344149169,1997-09-20,2025-12-26,Premium,761.0,Bogota,Colombia,Activo,Portal Web
101788,Edison,Fernández,CC,9344974394,1985-07-06,2025-10-11,Estandar,810.0,Lima,Peru,Activo,App Movil
101789,Henry,Ortiz,CC,8822309586,1972-08-05,2025-09-10,Estandar,717.0,Ciudad de Mexico,Mexico,Activo,Oficina
101790,Carmen,Vanegas,CC,3988941321,2008-08-14,2025-12-10,Basico,494.0,Guadalajara,Mexico,Activo,App Movil
101791,Fidel,Bolívar,CC,9720217075,1987-01-13,2025-10-31,Basico,800.0,Buenos Aires,Argentina,Activo,App Movil
101792,Karen,Melo,CC,5346557922,1990-08-07,2026-02-02,Basico,807.0,Medellin,Colombia,Activo,App Movil
101793,María,Rodríguez,CC,4496461293,1980-07-10,2026-07-06,Estandar,651.0,Lima,Peru,Activo,Portal Web
101794,Carlos,Bravo,CC,2512137565,1986-06-08,2026-08-10,Premium,,Lima,,Activo,App Movil
101795,Andrés,Hurtado,CC,3595708619,1998-06-25,2026-01-21,Estandar,594.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
101796,David,Barbosa,CC,4584345663,1992-03-12,2025-11-22,Elite,463.0,Lima,Peru,Activo,Portal Web
101797,Ana,Torres,CC,8850342362,1997-12-23,2026-06-19,Elite,573.0,Cali,Colombia,Activo,App Movil
101798,Milton,Mena,CC,0334742463,1975-12-17,2025-12-21,Estandar,822.0,Medellin,Colombia,Activo,Corresponsal Bancario
101799,Alexander,Rodríguez,CC,3796868008,1988-06-14,2026-06-03,Premium,500.0,Lima,Peru,Inactivo,App Movil
101800,Dario,Villamil,CC,5294690217,1966-05-29,2026-05-17,Basico,649.0,Bogota,Colombia,Activo,Oficina
101801,Betty,Gutiérrez,CC,7430435023,1989-03-06,2026-08-24,Estandar,653.0,Bogota,Colombia,Activo,Oficina
101802,Andrés,Mercado,CC,5022894665,1996-09-28,2025-10-25,Premium,598.0,Lima,Peru,Activo,Corresponsal Bancario
101803,Rosa,Espinosa,CC,2332829302,2007-02-23,2026-04-06,Basico,605.0,Ciudad de Mexico,Mexico,Activo,Portal Web
101804,María,Valencia,CC,9133030334,2008-02-09,2025-10-28,Basico,657.0,Medellin,Colombia,Activo,Corresponsal Bancario
101805,Maribel,Mendoza,CC,1675076279,2008-07-03,2026-04-27,Premium,593.0,Santiago,Chile,Activo,Portal Web
101806,David,Espinosa,CC,5302453012,1984-12-31,2026-03-04,Basico,507.0,Buenos Aires,Argentina,Activo,App Movil
101807,Steven,Galvis,CC,8472303420,1982-07-31,2026-02-15,Basico,671.0,Bogota,Colombia,Activo,Oficina
101808,Carmen,Jiménez,CC,1901722240,2007-04-13,2026-04-22,Elite,757.0,Lima,Peru,Activo,Corresponsal Bancario
101809,Alonso,Martínez,CC,6487177546,1977-09-26,2026-04-16,Basico,736.0,Bogota,Colombia,Activo,Oficina
101810,Sandra,Mesa,CC,9240658387,1994-04-13,2026-04-08,Estandar,569.0,Lima,Peru,Activo,App Movil
101811,Lucía,Buitrago,CC,2581225909,1987-01-10,2026-08-14,Premium,524.0,Cali,Colombia,Activo,App Movil
101812,Julio,Herrera,CC,6844823733,1968-10-04,2026-05-10,Premium,621.0,Medellin,Colombia,Activo,Oficina
101813,Susana,Solano,CC,1212110187,1978-01-31,2026-05-26,Basico,806.0,Medellin,Colombia,Activo,App Movil
101814,Eduar,Gómez,CC,5869017074,1992-07-09,2025-11-13,Basico,714.0,Barranquilla,Colombia,Activo,App Movil
101815,Jhon,Bautista,CC,3925199945,1999-06-13,2025-10-04,Estandar,720.0,Guadalajara,Mexico,Activo,Portal Web
101816,Gloria,Ruiz,CC,1712227643,2008-03-15,2025-12-12,Estandar,738.0,Ciudad de Mexico,Mexico,Activo,Oficina
101817,Marina,Cárdenas,CC,2054221626,1997-07-07,2025-12-29,Basico,692.0,Barranquilla,Colombia,Activo,Oficina
101818,Manuel,Duque,CC,4963308334,1991-04-20,2026-06-25,Premium,662.0,Buenos Aires,Argentina,Activo,Oficina
101819,Elizabeth,Marín,CC,0488789950,2000-03-08,2026-05-02,Basico,716.0,Bogota,Colombia,Activo,Oficina
101820,Luisa,Rodríguez,CC,2059685195,1990-01-04,2026-05-20,Basico,595.0,Lima,Peru,Activo,Oficina
101821,Liliana,Carrillo,CC,7492663295,1988-07-16,2025-11-02,Estandar,508.0,Guadalajara,Mexico,Activo,Oficina
101822,Fabiola,Ortiz,CC,7775225920,1991-05-14,2026-07-19,Basico,722.0,Medellin,Colombia,Activo,App Movil
101823,Omaira,Rivas,CC,5812920592,1996-07-19,2025-09-28,Basico,773.0,Santiago,Chile,Activo,Oficina
101824,Lucía,Gutiérrez,CC,1563029559,1985-09-28,2025-09-14,Estandar,538.0,Cali,Colombia,Activo,Oficina
101825,Mariela,Mejía,CC,7262942066,1982-11-06,2026-08-14,Basico,732.0,Santiago,Chile,Activo,Corresponsal Bancario
101826,Ana,Vergara,CC,9808513313,2001-10-23,2026-07-17,Estandar,818.0,Buenos Aires,Argentina,Activo,App Movil
101827,Jesús,Ochoa,CC,0049832112,1971-10-11,2026-05-25,Basico,649.0,Barranquilla,Colombia,Activo,Oficina
101828,Gustavo,López,CC,2154815826,1990-05-29,2026-01-29,Basico,568.0,Santiago,Chile,Activo,Oficina
101829,Andrés,Lozano,CC,6401918548,1987-12-26,2026-01-12,Estandar,662.0,Ciudad de Mexico,Mexico,Activo,App Movil
101830,Andrés,Giraldo,CC,4200629877,1980-08-26,2026-04-09,Estandar,594.0,Guadalajara,Mexico,Activo,App Movil
101831,Fernando,Ramos,CC,5856646419,1986-02-26,2026-04-19,Basico,588.0,Guadalajara,Mexico,Activo,Oficina
101832,Nohora,Hernández,CC,4219262213,1977-01-29,2026-04-24,Estandar,693.0,Barranquilla,Colombia,Activo,Portal Web
101833,Rosa,Suárez,CC,1042948314,1984-11-29,2026-08-04,Estandar,489.0,Santiago,Chile,Activo,Corresponsal Bancario
101834,Felipe,Cuesta,CC,9117972699,1995-09-12,2025-11-24,Elite,505.0,Barranquilla,Colombia,Activo,Portal Web
101835,Juan,Ávila,CC,9812831800,1984-04-04,2026-03-19,Basico,651.0,Bogota,Colombia,Activo,App Movil
101836,Marina,Mejía,CC,6020005328,2001-11-19,2026-08-12,Basico,647.0,Barranquilla,Colombia,Activo,Oficina
101837,Gladys,Ríos,CC,3105052438,1987-01-10,2026-06-15,Basico,684.0,Lima,Peru,Activo,App Movil
101838,Ernesto,Caicedo,CC,0582692990,1989-02-21,2026-01-13,Basico,837.0,Medellin,Colombia,Activo,Oficina
101839,Luz,Castillo,CC,6276332838,1990-10-29,2026-08-13,Premium,660.0,Lima,Peru,Activo,Corresponsal Bancario
101840,Alberto,Flórez,CC,3376185186,1990-03-29,2025-10-02,Basico,709.0,Santiago,Chile,Inactivo,App Movil
101841,Gloria,Cárdenas,CC,3684101328,2008-07-01,2026-03-07,Basico,552.0,Guadalajara,Mexico,Activo,App Movil
101842,Dario,Ramírez,CC,3921883527,1994-10-23,2026-02-22,Premium,726.0,Cali,Colombia,Activo,Oficina
101843,Felipe,Padilla,CC,1875067761,1987-03-18,2026-03-02,Basico,597.0,Ciudad de Mexico,Mexico,Activo,App Movil
101844,Jesús,Salazar,CC,5920881431,1986-10-07,2026-01-04,Basico,657.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
101845,Antonio,Correa,CC,7617815969,2000-11-07,2025-10-14,Estandar,639.0,Barranquilla,Colombia,Activo,App Movil
101846,Hernando,Franco,CC,8457202665,1973-04-10,2025-10-29,Premium,753.0,Barranquilla,Colombia,Activo,App Movil
101847,Jhon,Pinto,CC,8629591257,1998-12-06,2026-02-14,Premium,519.0,Guadalajara,Mexico,Activo,Oficina
101848,Adriana,Garzón,CC,9925539460,1976-11-26,2026-05-22,Estandar,421.0,Santiago,Chile,Activo,Corresponsal Bancario
101849,Cristian,Daza,CC,2990747296,1983-09-01,2026-08-23,Basico,628.0,Ciudad de Mexico,Mexico,Activo,App Movil
101850,Deisy,Ojeda,CC,4179967080,1996-03-29,2026-03-13,Basico,696.0,Lima,Peru,Activo,Corresponsal Bancario
101851,Luis,Hurtado,CC,4748599464,1966-11-26,2025-10-21,Basico,665.0,Medellin,Colombia,Activo,App Movil
101852,Ana,Palacios,CC,9841673478,2002-09-18,2026-08-12,Elite,773.0,Santiago,Chile,Activo,Oficina
101853,Ariel,Herrera,CC,6988164980,1976-12-29,2026-08-08,Estandar,693.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
101854,Mónica,Ruiz,CC,9286052102,1976-03-10,2026-04-12,Basico,593.0,Santiago,Chile,Activo,App Movil
101855,Fanny,Salamanca,CC,0664890082,1996-12-07,2025-12-19,Basico,417.0,Medellin,Colombia,Activo,App Movil
101856,Luisa,Palacio,CC,5813088983,1972-04-14,2026-06-21,Basico,626.0,Buenos Aires,Argentina,Activo,Portal Web
101857,Germán,Cifuentes,CC,5748839974,1991-10-25,2025-10-18,Estandar,752.0,Cali,Colombia,Activo,App Movil
101858,Hernán,Sarmiento,CC,1856302750,1984-11-11,2026-02-20,Premium,610.0,Santiago,Chile,Activo,Oficina
101859,Luz,Rojas,CC,5661995305,1985-02-04,2025-12-17,Premium,652.0,Barranquilla,Colombia,Activo,App Movil
101860,Ximena,López,CC,4937846790,1989-10-11,2026-02-02,Basico,692.0,Medellin,Colombia,Activo,Corresponsal Bancario
101861,José,Acosta,CC,0187260013,1979-02-03,2026-08-06,Estandar,548.0,Buenos Aires,Argentina,Activo,Portal Web
101862,Yadira,Campo,CC,1034444299,1979-02-12,2026-03-25,Estandar,,Medellin,,Activo,Oficina
101863,Duván,Medina,CC,4568652406,2007-09-27,2026-06-08,Premium,813.0,Santiago,Chile,Activo,App Movil
101864,Isabel,Castaño,CC,1559967256,1972-10-27,2026-08-27,Estandar,632.0,Buenos Aires,Argentina,Activo,Portal Web
101865,Sebastián,Díaz,CC,2190533470,2007-11-14,2026-05-14,Estandar,537.0,Buenos Aires,Argentina,Activo,Oficina
101866,Beatriz,Álvarez,CC,6484559396,1976-04-28,2026-07-24,Estandar,643.0,Lima,Peru,Activo,Oficina
101867,Teresa,López,CC,3835071245,1974-11-28,2026-07-18,Basico,427.0,Barranquilla,Colombia,Activo,Portal Web
101868,Miguel,Torres,CC,2900362211,2002-03-04,2026-04-25,Estandar,683.0,Barranquilla,Colombia,Activo,Portal Web
101869,Edinson,Patiño,CC,3277264883,1992-09-23,2026-02-01,Basico,695.0,Medellin,Colombia,Activo,Oficina
101870,David,Cortés,CC,5852294252,2002-03-27,2025-10-03,Basico,817.0,Cali,Colombia,Activo,Oficina
101871,Alejandro,Álvarez,CC,6185759171,1991-04-26,2026-01-25,Basico,630.0,Santiago,Chile,Activo,Corresponsal Bancario
101872,Luz,Alarcón,CC,8054914774,1991-09-23,2026-07-05,Estandar,690.0,Medellin,Colombia,Activo,Portal Web
101873,Alba,Moreno,CC,5352478417,1979-07-16,2025-11-16,Basico,563.0,Santiago,Chile,Activo,Portal Web
101874,Paola,Murillo,CC,9734493053,1973-04-08,2026-04-26,Premium,614.0,Cali,Colombia,Activo,Oficina
101875,Anyi,Lozano,CC,3318361133,1972-02-10,2026-07-29,Premium,497.0,Barranquilla,Colombia,Activo,Portal Web
101876,Augusto,Guzmán,CC,9260878828,1995-06-19,2026-01-18,Basico,630.0,Cali,Colombia,Activo,Corresponsal Bancario
101877,Patricia,Rosero,CC,7873048625,1991-04-20,2026-08-04,Basico,619.0,Medellin,Colombia,Activo,App Movil
101878,Manuel,Álvarez,CC,1746535378,2007-12-31,2025-09-11,Elite,679.0,Buenos Aires,Argentina,Activo,App Movil
101879,Luz,Molina,CC,1567344671,1998-03-31,2026-07-06,Premium,587.0,Buenos Aires,Argentina,Activo,App Movil
101880,Felipe,Marín,CC,6296914336,1977-02-16,2026-03-06,Estandar,658.0,Santiago,Chile,Activo,App Movil
101881,Marcela,Calderón,CC,4664509999,1969-02-23,2025-11-11,Basico,616.0,Santiago,Chile,Activo,App Movil
101882,Dario,Barrios,CC,1089857390,2002-12-13,2026-08-07,Estandar,616.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
101883,Andrés,Moreno,CC,5211896844,1995-12-28,2025-10-17,Estandar,658.0,Buenos Aires,Argentina,Activo,App Movil
101884,Carolina,Jiménez,CC,4884997957,1989-04-02,2026-02-16,Estandar,654.0,Santiago,Chile,Activo,Oficina
101885,Carolina,Vallejo,CC,5759582819,1985-05-13,2026-04-05,Elite,726.0,Lima,Peru,Activo,App Movil
101886,Luz,Sánchez,CC,7978912488,1998-06-10,2025-12-19,Premium,637.0,Medellin,Colombia,Activo,Oficina
101887,Liliana,León,CC,7170598445,1983-02-14,2026-01-09,Estandar,615.0,Guadalajara,Mexico,Activo,App Movil
101888,Edwin,Angulo,CC,3672868112,1993-12-31,2026-06-01,Basico,631.0,Buenos Aires,Argentina,Activo,App Movil
101889,Daniel,Henao,CC,3885681193,1989-03-31,2026-06-07,Estandar,578.0,Barranquilla,Colombia,Activo,Portal Web
101890,David,Rengifo,CC,8145900992,1982-04-22,2025-11-14,Estandar,614.0,Bogota,Colombia,Activo,Corresponsal Bancario
101891,Hernán,Marín,CC,9055286693,1988-04-05,2025-09-11,Premium,853.0,Cali,Colombia,Activo,App Movil
101892,Inés,Angulo,CC,1588070532,1993-10-04,2025-09-28,Estandar,558.0,Bogota,Colombia,Activo,Portal Web
101893,Javier,Rodríguez,CC,1193910382,1990-05-03,2026-06-10,Premium,622.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
101894,Hernando,Bustamante,CC,4255136090,1989-09-24,2025-11-02,Estandar,611.0,Lima,Peru,Activo,Portal Web
101895,Eduardo,Valencia,CC,8181045024,1993-01-25,2026-03-18,Basico,625.0,Cali,Colombia,Inactivo,Oficina
101896,Laura,Cruz,CC,6158736627,1992-05-01,2026-02-02,Estandar,616.0,Bogota,Colombia,Activo,Portal Web
101897,Ana,Barrios,CC,8969335390,1969-04-15,2025-12-17,Estandar,677.0,Cali,Colombia,Activo,Portal Web
101898,Diego,Pineda,CC,8561547315,1982-01-30,2026-07-21,Estandar,478.0,Barranquilla,Colombia,Activo,Oficina
101899,Humberto,Fonseca,CC,3979255116,1992-08-22,2026-01-19,Premium,753.0,Guadalajara,Mexico,Activo,Oficina
101900,Nancy,Medina,CC,9028377270,1980-01-14,2026-03-31,Basico,713.0,Medellin,Colombia,Activo,Corresponsal Bancario
101901,Guillermo,Vásquez,CC,6660534281,1993-02-04,2025-10-22,Basico,525.0,Medellin,Colombia,Activo,Corresponsal Bancario
101902,Myriam,Muñoz,CC,1610197535,1973-12-28,2025-10-04,Basico,423.0,Lima,Peru,Activo,Corresponsal Bancario
101903,Andrés,Figueroa,CC,4640510388,1984-01-22,2026-08-22,Premium,552.0,Bogota,Colombia,Inactivo,App Movil
101904,María,Rincón,CC,3042763628,1989-10-16,2026-07-26,Basico,625.0,Guadalajara,Mexico,Activo,Oficina
101905,Alfredo,Ortiz,CC,4471893953,1982-10-18,2025-11-09,Basico,908.0,Bogota,Colombia,Inactivo,Portal Web
101906,Alirio,Córdoba,CC,9067649092,2006-10-19,2026-02-04,Estandar,704.0,Ciudad de Mexico,Mexico,Activo,App Movil
101907,Carolina,Montoya,CC,4987455135,2002-07-12,2025-11-20,Basico,469.0,Lima,Peru,Activo,Portal Web
101908,Andrés,Santos,CC,2717430688,2002-11-06,2026-08-18,Basico,581.0,Lima,Peru,Activo,Corresponsal Bancario
101909,Norberto,Angulo,CC,6403439881,1987-01-22,2026-05-03,Premium,644.0,Ciudad de Mexico,Mexico,Activo,Portal Web
101910,José,Rojas,CC,7758333647,1968-05-04,2025-11-28,Basico,675.0,Cali,Colombia,Activo,Corresponsal Bancario
101911,Verónica,Salcedo,CC,1309091538,1962-04-25,2025-12-11,Basico,518.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
101912,Augusto,Arboleda,CC,0282625420,1981-06-10,2026-03-21,Estandar,636.0,Cali,Colombia,Activo,Portal Web
101913,Martín,Martínez,CC,2319057720,1982-09-01,2025-09-12,Premium,578.0,Lima,Peru,Activo,Portal Web
101914,Alba,Castro,CC,0079419324,2008-07-21,2026-04-25,Basico,539.0,Medellin,Colombia,Activo,Portal Web
101915,Astrid,Ocampo,CC,8109794122,1995-08-14,2026-03-25,Estandar,675.0,Medellin,Colombia,Activo,Corresponsal Bancario
101916,César,Ríos,CC,7098726496,1998-06-23,2025-10-16,Estandar,727.0,Cali,Colombia,Activo,Portal Web
101917,Adriana,Díaz,CC,1742240432,1995-11-22,2025-10-31,Basico,734.0,Bogota,Colombia,Inactivo,Oficina
101918,Yuliana,González,CC,9003468616,1991-01-20,2026-08-11,Elite,707.0,Barranquilla,Colombia,Activo,Portal Web
101919,Fernanda,Ortega,CC,2867202009,1994-05-27,2025-12-07,Elite,600.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
101920,Mary,Mercado,CC,6621953689,2008-04-10,2026-05-12,Basico,721.0,Barranquilla,Colombia,Activo,Oficina
101921,María,Herrera,CC,7950017325,1980-05-29,2026-07-05,Estandar,680.0,Cali,Colombia,Activo,Corresponsal Bancario
101922,Edward,Londoño,CC,0073971307,2000-09-25,2025-12-06,Basico,663.0,Medellin,Colombia,Activo,Oficina
101923,Carolina,López,CC,3869087167,1986-06-28,2025-09-15,Estandar,588.0,Bogota,Colombia,Activo,Corresponsal Bancario
101924,Isabel,González,CC,4546171928,1964-05-18,2026-07-14,Basico,600.0,Medellin,Colombia,Activo,Portal Web
101925,Mario,Alfonso,CC,7074436023,2000-03-01,2026-06-26,Basico,657.0,Barranquilla,Colombia,Activo,Oficina
101926,Rafael,Jiménez,CC,2252160252,2008-07-23,2025-09-06,Estandar,893.0,Guadalajara,Mexico,Activo,Corresponsal Bancario
101927,Fernanda,Fernández,CC,1209447726,1991-09-20,2026-03-23,Estandar,680.0,Medellin,Colombia,Activo,Oficina
101928,David,Rojas,CC,2655132761,1974-09-16,2026-04-05,Basico,588.0,Bogota,Colombia,Activo,Corresponsal Bancario
101929,Jesús,Agudelo,CC,4802455985,1965-08-09,2025-10-19,Elite,566.0,Guadalajara,Mexico,Activo,App Movil
101930,Martha,Gómez,CC,1191589126,2003-03-20,2025-12-30,Basico,600.0,Guadalajara,Mexico,Activo,Corresponsal Bancario
101931,Andrés,Parra,CC,4986478686,1982-11-05,2026-08-10,Basico,867.0,Ciudad de Mexico,Mexico,Activo,App Movil
101932,Carmen,Restrepo,CC,0088447408,1994-09-06,2026-01-08,Basico,610.0,Ciudad de Mexico,Mexico,Activo,Oficina
101933,César,Mendoza,CC,8191907499,1990-04-08,2026-03-22,Basico,740.0,Ciudad de Mexico,Mexico,Activo,Portal Web
101934,Carmen,Mendoza,CC,0069836923,1956-12-05,2025-09-22,Estandar,612.0,Santiago,Chile,Activo,Corresponsal Bancario
101935,Julián,Gonzáles,CC,4848647082,2007-06-11,2026-05-16,Premium,676.0,Bogota,Colombia,Activo,Corresponsal Bancario
101936,Paola,Córdoba,CC,8654622021,1985-01-14,2025-11-07,Basico,729.0,Lima,Peru,Activo,Oficina
101937,Aldair,Ramírez,CC,7205503300,1983-07-01,2026-01-12,Estandar,592.0,Bogota,Colombia,Activo,App Movil
101938,María,Caicedo,CC,6346739190,1975-07-10,2026-05-14,Premium,585.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
101939,María,Guzmán,CC,9114160091,1987-03-10,2026-04-09,Basico,815.0,Bogota,Colombia,Activo,Corresponsal Bancario
101940,Kelly,Gallego,CC,2327379897,1984-11-01,2026-01-14,Elite,748.0,Buenos Aires,Argentina,Activo,Oficina
101941,Jairo,Garzón,CC,6085481867,1993-06-16,2026-02-09,Estandar,729.0,Bogota,Colombia,Activo,Oficina
101942,Isidro,Giraldo,CC,0009984336,1985-06-25,2026-06-12,Estandar,728.0,Medellin,Colombia,Activo,Oficina
101943,Paola,López,CC,3711815198,1993-08-12,2025-12-06,Basico,695.0,Buenos Aires,Argentina,Activo,Portal Web
101944,Jorge,Vélez,CC,5829420340,1981-06-10,2025-09-19,Basico,851.0,Cali,Colombia,Activo,Portal Web
101945,Patricia,Ramírez,CC,3466075699,1992-09-12,2026-04-28,Basico,654.0,Bogota,Colombia,Activo,Oficina
101946,Juan,Gutiérrez,CC,4667201082,1984-08-21,2026-04-15,Basico,707.0,Santiago,Chile,Activo,Oficina
101947,Mónica,Franco,CC,0281822387,1989-01-18,2026-05-11,Estandar,504.0,Ciudad de Mexico,Mexico,Activo,Portal Web
101948,Juan,Castañeda,CC,0262085817,1975-07-12,2026-02-26,Basico,567.0,Ciudad de Mexico,Mexico,Activo,Corresponsal Bancario
101949,Lina,Valencia,CC,2735364235,1989-06-09,2025-11-26,Estandar,529.0,Bogota,Colombia,Activo,Corresponsal Bancario
101950,Ronal,Rodríguez,CC,4129182851,2007-11-21,2026-08-06,Estandar,777.0,Medellin,Colombia,Activo,App Movil
101951,Luis,Pacheco,CC,1255904610,1972-12-18,2026-06-20,Estandar,394.0,Cali,Colombia,Activo,App Movil
101952,Luz,Agudelo,CC,3046600128,1999-05-04,2026-05-14,Estandar,609.0,Lima,Peru,Activo,Corresponsal Bancario
101953,Olga,Sánchez,CC,1012329615,1996-08-25,2026-01-24,Basico,350.0,Cali,Colombia,Activo,App Movil
101954,Andrea,Gómez,CC,4850766534,1996-02-19,2026-03-11,Basico,566.0,Buenos Aires,Argentina,Activo,App Movil
101955,Mercedes,Bonilla,CC,4227634601,1972-04-01,2025-11-18,Estandar,600.0,Medellin,Colombia,Inactivo,Oficina
101956,Antonio,Quintero,CC,0573472435,2007-09-08,2026-08-04,Basico,788.0,Santiago,Chile,Activo,Corresponsal Bancario
101957,Luis,Salazar,CC,7682251272,1950-11-19,2026-08-03,Estandar,689.0,Lima,Peru,Inactivo,App Movil
101958,Helena,Ospino,CC,8666562241,1975-10-13,2026-07-16,Estandar,566.0,Bogota,Colombia,Activo,Corresponsal Bancario
101959,Jefferson,Trujillo,CC,7687849477,1985-11-23,2025-11-06,Elite,756.0,Santiago,Chile,Activo,App Movil
101960,Álvaro,Durán,CC,9035006184,1988-10-15,2026-01-23,Estandar,651.0,Bogota,Colombia,Activo,App Movil
101961,José,Ramos,CC,4223543404,1985-08-05,2026-06-08,Basico,653.0,Barranquilla,Colombia,Activo,Oficina
101962,Daniel,Cuéllar,CC,6821215649,1982-07-26,2026-03-24,Basico,529.0,Lima,Peru,Activo,Portal Web
101963,Jairo,Mosquera,CC,5492064411,1981-02-19,2025-10-16,Basico,,Barranquilla,,Inactivo,Portal Web
101964,Diana,Blanco,CC,7388182730,1982-06-20,2026-03-18,Estandar,567.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
101965,Esteban,Osorio,CC,4359488218,1986-10-14,2026-08-01,Estandar,654.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
101966,José,Fernández,CC,6806640511,1991-01-01,2026-04-10,Estandar,657.0,Cali,Colombia,Activo,Corresponsal Bancario
101967,Osvaldo,Díaz,CC,2543412301,1989-09-24,2026-07-06,Basico,804.0,Santiago,Chile,Activo,App Movil
101968,Camilo,Martínez,CC,9860372186,1991-03-05,2026-05-21,Estandar,688.0,Ciudad de Mexico,Mexico,Activo,Oficina
101969,Luz,Martínez,CC,2031978999,1975-02-27,2026-05-02,Basico,379.0,Guadalajara,Mexico,Activo,Oficina
101970,Yeison,Martínez,CC,1400347131,1981-07-27,2026-04-05,Basico,676.0,Lima,Peru,Activo,Portal Web
101971,César,Zapata,CC,1978601625,2008-01-26,2026-07-20,Estandar,504.0,Barranquilla,Colombia,Activo,App Movil
101972,Manuel,Garzón,CC,0841947855,1980-12-23,2026-02-22,Estandar,553.0,Bogota,Colombia,Activo,Portal Web
101973,Marco,Méndez,CC,1375358210,1985-10-14,2026-08-18,Estandar,568.0,Lima,Peru,Activo,Oficina
